cip_year,source_page,department,project_type,project_name,project_id,address_location,previous_appropriations,project_total,project_description,project_justification,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,start_year,end_year
2007,307,Fire-Rescue,Lifeguard Services,Children's Pool - Lifeguard Station and Restroom Improvements,29-494.0,Council District: 1; Community Plan: La Jolla,215586,3900147,"This project provides for a new lifeguard station and family restroom. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing structure is deteriorating and does not meet the current or future needs of Lifeguard Services.,0,1984414,1700147,0,0,0,0,0,0,0,0,2009,2010
2007,308,Fire-Rescue,Lifeguard Services,La Jolla Cove Lifeguard Station,33-505.0,Council District: 1; Community Plan: La Jolla,206212,950000,"This project provides for the La Jolla Cove Station, located at 100 Coast Boulevard, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, and locker room/restroom areas for males and females. This project will also provide for an accessible ramp for the motlanding from the City right-of-way. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility consists of a station constructed in the 1950s and an observation tower added in 1980. It is inadequate to accommodate staff or provide adequate water safety protection.,0,743788,0,0,0,0,0,0,0,0,0,2009,2009
2007,309,Fire-Rescue,Lifeguard Services,La Jolla Shores Lifeguard Station,33-503.0,Council District: 1; Community Plan: La Jolla,287219,2901000,"This project provides for the La Jolla Shores Lifeguard Station located at 8100 Camino del Oro, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room/restroom areas for males and females, and a separate facility for rescue vehicles and emergency equipment. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the Mayor and City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.",The existing facility was built in 1981 and is inadequate to accommodate current and future staff and to allow for adequate water safety protection to the public.,0,2613781,0,0,0,0,0,0,0,0,0,2009,2009
2007,310,Fire-Rescue,Lifeguard Services,Lifeguard Headquarters and Boating Safety Unit Dock,33-508.0,Council District: 2; Community Plan: Mission Bay Park,2000000,9400000,"This project provides for the Lifeguard Headquarters Boating Safety Unit Dock located at 2581 Quivira Court. The replacement facility will house lifeguards, including 24-hour staff, administrative and training staff, mechanics, and will provide an operation yard and storage for the rescue fleet. Construction of this lifeguard facility will occur in two phases. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the City Council on April 16, 2002, per Council Resolution R-296359 and Ordinance O-19054.","The existing facility and dock were constructed in 1956. They are inadequate to accommodate staff and equipment. During the January 2005 storms, the dock was damaged making it necessary for the Department to rent space at Driscol Pier to accommodate the boating equipment.",0,7400000,0,0,0,0,0,0,0,0,0,2009,2009
2007,311,Fire-Rescue,Lifeguard Services,Mission Beach Lifeguard Station,33-507.0,Council District: 2; Community Plan: Mission Bay Park,94903,864399,"This project provides for remodeling the existing Mission Beach Station located at 3141 Oceanfront Walk. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the Mayor and City Council on April 16, 2002 per Council Resolution R-296359 and Ordinance O-19054.",The existing facility consists of a station constructed in 1974 and does not accommodate changing workforce demographics.,0,769496,0,0,0,0,0,0,0,0,0,2009,2009
2007,312,Fire-Rescue,Lifeguard Services,North Pacific Beach Lifeguard Station,33-502.0,Council District: 2; Community Plan: Pacific Beach,149000,3000000,"This project provides for the North Pacific Beach Lifeguard Station located at the foot of Diamond Street, which will be a year-round facility replacing the current station (seasonal towers). The structure will include an observation tower, first aid room, reception area, kitchen, locker room and restroom areas for males and females, and a rescue vehicle and emergency equipment facility. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the Mayor and City Council on April 16, 2002 per Council Resolution R-296359 and Ordinance O-19054.",The current facility (a mobile storage unit) is inadequate to accommodate staff or provide adequate water safety protection to the public.,0,2851000,0,0,0,0,0,0,0,0,0,2009,2009
2007,313,Fire-Rescue,Lifeguard Services,Pacific Beach Lifeguard Tower and Grand Avenue Restroom,29-473.0,Council District: 2; Community Plan: Pacific Beach,4807666,4807666,"This project provides for the design of a permanent lifeguard tower, restroom and changing room facility, demolishing the existing 1968 combination structure, and constructing replacement facilities, separately, on the Pacific Beach oceanfront at the foot of Grand Avenue. This project has been consolidated with CIP 33-501.0, South Pacific Beach Lifeguard Station. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Project approved by the Mayor and City Council on April 16, 2002 per Council Resolution R-296359 and Ordinance O-19054.","This combination facility was constructed at the foot of Grand Avenue in Pacific Beach in 1968 and is deteriorated, undersized, and not compliant with the Americans with Disabilities Act. The garage is not large enough to fit modern lifeguard vehicles.",0,0,0,0,0,0,0,0,0,0,0,,
2007,314,Fire-Rescue,Lifeguard Services,South Mission Beach Lifeguard Station,33-504.0,Council District: 2; Community Plan: Mission Beach,219931,3199995,"This project provides for the South Mission Beach Station located at 700 North Jetty Road, which will be a year-round facility replacing the current station. The structure will include an observation tower, first aid room, reception area, kitchen, locker room, and restroom areas for males and females, and a rescue vehicle and emergency equipment facility. This is one of ten lifeguard projects included in the Fire and Life Safety Services Facility Improvement Program approved by the Mayor and City Council on April 16, 2002 per Council Resolution R-296359 and Ordinance O-19054.",The existing facility was constructed in 1974 and was intended to be a temporary lifeguard station. It is inadequate to accommodate staff or to provide adequate water safety protection.,0,2980064,0,0,0,0,0,0,0,0,0,2009,2009
2007,321,General Services,Facilities,Annual Allocation - ADA Improvements,37-064.0,Council District: Citywide; Community Plan: Citywide,0,12293675,This project provides for City facilities improvements related to the Americans with Disability Act (ADA).,City facilities improvements related to ADA will allow greater access to City facilities for citizens with disabilities.,12293675,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,322,General Services,Facilities,Annual Allocation - City Facilities Improvements,37-068.0,Council District: Citywide; Community Plan: Citywide,0,5300000,"This annual allocation provides for capital improvements at all City facilities. Potential improvements include roof; heating, ventilation, and air conditioning; and elevator replacements.",Several City owned facilities are aged and inadequate. The funding for this annual allocation will establish safe and updated structures.,5300000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,323,General Services,Storm Drains/Flood Control,Annual Allocation - Emergency Drainage Projects,13-005.0,Council District: Citywide; Community Plan: Citywide,0,4777099,This annual allocation provides for reconstructing or replacing failed drainage facilties Citywide by use of an as-needed construction contract.,Drainage facilities are found to be in deteriorated condition periodically. An annual as-needed construction contract allows the City to be responsive to unanticipated reconstruction work that is beyond the capabilities of City forces.,4777099,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,324,General Services,Storm Drains/Flood Control,Campanile Way Storm Drain,12-090.0,Council District: 7; Community Plan: College Area,47524,47524,This project provides for installing and extending a storm drain system on Campanile Way.,Extending the existing storm drain system will prevent accumulation of silt in the public right-of-way.,0,0,0,0,0,0,0,0,0,0,0,,
2007,325,General Services,Storm Drains/Flood Control,Copeland Avenue Drainage Reconstruction,12-091.0,Council District: 3; Community Plan: Mid-City,7505,7505,"This project provides for reconstructing and replacing sidewalks, curbs, gutters, and pavement on Copeland Avenue between Meade Avenue and El Cajon Boulevard.",This project will correct localized street flooding problems at a low point in the street which resulted from settlement of the existing curb and gutter.,0,0,0,0,0,0,0,0,0,0,0,,
2007,326,General Services,Storm Drains/Flood Control,Walnut Avenue Drain - Brant Street to Albatross Street,11-264.0,Council District: 3; Community Plan: Uptown,86913,86913,"This project provides for a storm drain system at the intersection of Walnut Avenue and Albatross Street. The storm drain system consists of a curb inlet, 250 feet of 30-inch reinforced concrete pipe, 200 feet of pipe connecting to Curlew Street, and stabilization of eroded slopes at the cliff. An archeological study is required with a negative declaration.",The existing drainage system is not adequate to accept the volume of water from rainfall runoff.,0,0,0,0,0,0,0,0,0,0,0,,
2007,327,General Services,Storm Water Program,Chollas Creek Water Quality Protection and Habitat Enhancement Project,32-054.0,Council District: 4; Community Plan: Southeastern San Diego,3012817,3012817,"This project provides for the removal of concrete sections of the channel, the widening of the floodplain, and the creation and restoration of wetland and transitional upland habitats. These improvements will be designed to re-establish the natural structure, dynamics, and hydrologic functions within applicable creek segments and restore affected beneficial uses.","This project will implement portions of the Chollas Creek Enhancement Program, as adopted by the City Council on May 14, 2002, and will help achieve Municipal Storm Water Permit compliance through improved water quality in Chollas Creek.",0,0,0,0,0,0,0,0,0,0,0,,
2007,328,General Services,Storm Water Program,Rose and Tecolote Creeks Water Quality Improvements,32-050.0,"Council District: 1, 2, 6, 7; Community Plan: Linda Vista, Pacific Beach, University, Clairemont Mesa",2170000,2170000,"This project provides for improvements to the water quality in the Rose and Tecolote Creek watersheds. With existing storm water monitoring data, best managemet practices (BMPs) will be developed to address pollutants of concern within these watersheds. Best management practices are structural controls, such as vegetated swales and strips, infiltration basins, wet ponds, constructed wetlands, and filtration systems. Initially, entire watersheds will be evaluated to identify potential areas for water quality enhancement. These areas will then be prioritized and a few locations will be selected for implementation of structural controls, including baseline and post-construction water quality monitoring. The City completed the construction of the first BMP in Fiscal Year 2006 and a baffle-box was installed in the Tecolote Creek sub-watershed. The remaining State funds will be used for BMPs in Rose Creek and/or Tecolote Creek watersheds in future fiscal years.",This project addresses pollutants of concern within the Rose and Tecolote Creek watersheds.,0,0,0,0,0,0,0,0,0,0,0,,
2007,329,General Services,Storm Water Program,San Diego River Water Quality Improvement,32-053.0,"Council District: 6, 7; Community Plan: Mission Valley, Navajo",1500000,1500000,"This project will reduce beach postings and closures at Ocean Beach by improving water quality in the San Diego River, which is the largest contributor of urban runoff to Ocean Beach. The major objectives of Phase I include: investigating the potential sources of bacterial contamination along the San Diego River; establishing a water quality baseline against which to measure best management practice (BMP) effectiveness; and recommending actions (based upon source investigation) to abate bacteria contamination in the San Diego River, including BMPs. Phase II of this project consists of the installation of 1,870 linear feet of reinforced concrete pipe (RCP) storm drain, thirteen cleanouts, and the replacement of flap gate valves at the outfall point in the San Diego River, just north of West Point Loma Boulevard. The storm drain will be installed along Abbott Street between Newport Avenue and West Point Loma Boulevard.",Improving the water quality in the San Diego River will reduce beach postings and closures at Ocean Beach.,0,0,0,0,0,0,0,0,0,0,0,,
2007,330,General Services,Streets and Bridges,Resurfacing of City Streets,59-001.0,Council District: Citywide; Community Plan: Citywide,0,19500000,"This annual allocation provides for street resurfacing, in addition to resufacing funded by Gas Tax funds.",Resurfacing of City streets is necessary to maintain the streets in serviceable condition and prevent deterioration of the roadway.,19500000,0,0,0,0,0,0,0,0,0,0,2008,2008
2007,331,General Services,Streets and Bridges,Sidewalks - Replacement and Reconstruction,59-002.0,Council District: Citywide; Community Plan: Citywide,0,2000000,"This annual allocation provides for sidewalk reconstruction and replacement, in addition to reconstruction and replacement funded by Gas Tax funds.",Replacement of sidewalks is necessary to prevent deterioration of public walkways.,2000000,0,0,0,0,0,0,0,0,0,0,2008,2008
